评论得分,评论内容
5,整体上还可以，电池不耐用，发热情况大家都知道，难得解决！但是我还是喜欢HTC！
5,听说要十五字。。。。。。。。。。。。。。。。
5,帮朋友买的，相信京东自营
4,还行吧，对得起这个价格，帮忙朋友买的
5,手机音质甩了其他旗舰不止一条街的距离，但是处理器是和红米note2一样的联发科X10，至今系统都没上安卓6.0，发热也比较容易，续航一天一充，如果重度使用两充，有舍有得，个人觉得还不错，另外前面板真的是铜线的颜色，有点不习惯，虽说我不介意长下巴，但是指纹解锁容易误触，一下子就返回主页，这也是个不好的地方，还不如指纹解锁就是单纯的解锁功能。
5,123345632?98776655
5,外观观漂亮，系统运行流畅。
5,感觉还行，就是送的东西太少了吗，还没使用，用后再说。
1,大家还是谨慎购买，买回来刚打开用不到十分钟就突然关机了还有60的电，问客服说是没电了，你们家电量还剩下60是没电了吗？用了一个周电池根本不行，一天至少要冲3会儿，手机像素也是很渣，买回来什么都没安装已经用了10个内存。上面一系列问题问客服一直都没给我答复，你们的售后太差了。总之大家想买的话还是谨慎购买吧！
1,用了几天后才过来评论！先说优点；外观 做工质量和外放效果非常的好。缺点；发热快耗电快，2k屏幕不如1080p成熟好看，特别是看视频的时候，还有拍照快门声不能关掉好难听，拍照界面上的防抖功能也没有，以前的m8都有为什么m9的要割掉这两个功能？再有就是m8都推送安卓6.0了m9还没出，希望6.0能把拍照快门声和防抖功能加上去像m8一样？还有网上说的玩游戏很卡是真的，连小游戏都卡？个人的总结是处理器太差，联发科处理器根本就带不动2k屏幕，难道工程师出厂前都不测试的吗？高通骁龙652都比你好百倍更不要说高通820了，玩游戏的不建议购买m9，这么好的机器都被联发科给毁了？
1,手机买了没几天就黑屏了，投诉中，开不机
1,买了就没用，这天才试了下，手机拍照声音关不掉，通话声音外音超大，还没开扩音器的情况下。选择这牌子完全是以前那个M8用着顺手，现在这个说的是7天无理由退货的，到头来几个客服搞车轮战，问题一样，回答多少一样的问题，还不如个一，两仟的产品，要不然你把我反映的问题解决掉，不要搞那些七的八的
1,后悔了，电池太不抗用了
1,"我刚买*，今天看价格已经跌了*，15天还没到呢，这不是坑人吗，买的时候就说是11,11的价格。"
1,十月27买的11月14卡1就挂了，已经送售后维修中。而且双十一降价500。 我就呵呵了。
1,直接给差评，做工太差，有残次，
1,屏幕有问题怀疑是返修机！太烦了
1,说实话，我并不想给差评，因为就算退货我也从来没给过差评，但这次我给了，感觉不能再爱了，一劝京东赶紧撤销此产品的销售吧免得毁了自己的招牌，二劝htc赶紧下架吧粉们伤不起，我用了一段时间了，1.电池2小时用完就看看微博新闻啥的！2.发热的严重！如果说爱，这两点我忍了，但是卡啊，卡的跟三寨机一样啊，我不玩游戏要求不高，但是看个新闻打开网页都卡的一逼啊，看视屏就别提了，弹幕一看就卡死了！3.3G内存？都他么的没有怎么用就内存不足了卡死机了！还没我村里老人的*某米速度快呢，我当时就想摔了它，爱你几年啊当年花了4k多的银子买了one x 用了两年觉得不错，后来买了某果的plus，这次买了这么个玩意真是气死我了，千把块钱的我也不退了，伤透心了！
1,哎，买回来就自动关机，现在都开不了机，用的还没有2小时就这样，真是垃圾中的战斗机，请大家再不要相信HTC这个牌子啦
1,比1号贵了一百
1,为什么没发票？为什么没发票？为什么没发票？手机续航尿崩，想退货！
1,太差了，失望，什么东西呀，一点都不亮，骗人
1,手机尚可，就是第一次寄过来，里面居然没有卡托，跑了几家店市面也没有卖的，于是各种电话客服，结果很惨京东跟HTC相互推萎，说要等一个月上货后补寄，晕，这手机一个月我留着看？最终发火几次，才答应换货啊，期间浪费电话费若干，刚买的手机膜也白贴了，也没见京东有补偿，总算明白HTC为什么现在越来越不行了，就这种服务态度，让人郁闷啊~~~
1,我把SIM卡 在两个卡槽试了半天，来回试可都没反应，怎么重启都显示手机未插SIM卡， 是怎么回事
1,这是我最后悔买的一个电话，新手机就卡成这屎样，玩会就烫的不得了，充电更是，手机烫，充电器烫，垃圾垃圾，坑我血汗钱，指纹解锁偶尔不灵，奸 ！商！！
1,帮同学买的，他是不太喜欢的
1,说好买18个月送六6个月的碎屏险+送16G内存卡，卡怎么没了？
1,玩个全民突击的卡的没法玩的手机，我也没什么可以说的了，呵呵，
5,很好看的一款机子，看中很久了，京东的价格也最便宜，很合算也很实用。一直都很喜欢HTC的牌子，粉色又很特别。非常好。很喜欢。
5,还可以、蛮好用的、不差
5,帮朋友买，不知体验如何？本人第一台大屏手机也是HTC，当时体验挺好，也耐用！只可惜它往日辉煌不再，现在很少人买了！
5,不错，1天就到了，手机也很好。
5,HTC One A9 旭日金 移动联通双4G手机 32G
5,漂亮，就是耗电快了点
5,用了有一个多月了，希望能够对喜欢的你有所帮助。首先你可以放心是保真的，其次就大家担心的电量问题我说一下使用感受：非重度使用者一天一充是免不了的了，但是充电真的很快，所以电量的问题不应该成为阻止你买这款手机的原因！htc系统sense6.0简直流畅到不行，这点肠粉体验会更深刻。在金属质感，音质上不吹不黑htc绝对是佼佼者，了解的人就不必多做介绍了！
5,老HTC粉了，手机用了段时间才来评价，运行流畅，界面漂亮，手机外壳做工优秀，满满的高级感，屏幕显示效果细腻，手机发热控制的很好，Quick Charge充电很快，续航中等偏上，开省电模式的话，可以在续航和性能中间找到一个很好的平衡点，推荐购买
5,屏幕大小合适，反应速度快，据对不亚于苹果的，很不错的产品哦
5,可以
5,用了将近一个月才过来评价， 第一次用安卓手机，之所以买这一台 是因为想要一台5.0英寸的手机，这款手机位于中高端，正好屏幕大小也满足我的需求。性价比可能不是最高的。但是重要是做工挺精致。颜值也挺高。不玩游戏，至于手机发热，发热的热度我也可以接受，就是有些软件运行 稍微有些卡顿。没有什么问题。
5,一般般吧
5,最爱HTC，一直在用，良心品质。
5,产品不错 有需要的可以购买 性能也可以 性价比较优
5,手机很流畅，待机也还可以，这次htc的外观很不错，一直用HTC很好用就是在唐山维修不太方便。
5,不值这个价，htc不行了！
5,很好 已经买了2个
4,哎哟，，不错哦
5,请教怎么没有金爵卡，？这个要不要去官网注册，怎么个流程，注册后有什么权益啊？
5,京东小哥霸气，京东小哥6B京东，小哥天下无敌！
5,是正品，物流速度快，之前一直用水果机，现在见到htc A9之后反而喜欢安卓了，有待考验的是手机的质量
5,很好！
5,好好
5,一直欣赏HTC的设计，这次有点随大流了。音效没有M9震撼了。不过仍然算是好机器
5,原装正品，送货速度!
5,手机很强大！
5,挺喜欢的
5,外观设计符合我的要求！比我的6漂亮，之前用过两个M7，感觉one这个系列的质量运行各方面都不错！
5,好
5,不错不错不错不错不错不错不错不错
1,膜并不能覆盖整个屏幕！差评！！！
1,手机刚买回来两天又充不进电了，而且刚买回来一个星期又降价了。
1,玩了一个月手机 开不了机了怎么办？
1,慢 慢 慢
1,手机不好用，开机老重启，最差的一次购物经历！
1,7.25买的a9到现在没用俩月手机开不开机，真没良心，京东现在越做越差，欺骗消费者。*不是一*。手机开不开只能停留这界面，求给个讨法
1,看了一圈评论，觉得HTC应该还不错，就买了，刚用了一个月，连微信都打不开，系统升级到最新版本，还返回出厂状态，一天了，除了耗费了很多电什么都没用，我的微信就是普通微信好友还没突破2000，卸载安装了3次，每次登陆之后都是正在载入数据，然后就没有然后了，再后来就永远都是微信无法响应。。。折腾了一天，最后让我拿去修理，给的维修点儿电话都没人接。。。也不能退换货，要买的考虑好了，一个连普通微信都打不开的手机，还不如路边几百的机子，太失望了
1,手机还可以。没有发票
1,在收到手机后打开包装手机屏幕右上角破损，申请售后售后说不能退还，真是一次很伤心的购物，打开包装看到一款碎屏的手机是什么心情，请大家购买后收到货物要录制视频，要不维权都难，太难了，超级伤心
1,没有开发票，包装盒好像被开过。
1,京东快递的速度是可以的。但是，但是这是我用过的最不爽的一个手机，早上出门的时候电量是慢的，一天没玩它，五点半下班回来手机电量就只有6%了。真不敢想象如果我现在用它做业务电话，能不能抗得过两个小时。我现在用的乐视屏幕比htc的还大，一天打电话带上网页带玩游戏的，也不用愁电量不够，即使是剩下10%的电量也能待机一晚上。而htc的这款，电量剩余20%的时候，最多不到两小时，准关机！买到这个手机一个月了，也就是放家里玩玩，不敢派上生活用场！我这是实话实说！
1,第一次在网上买手，才用了十七天就发现电池充不满了，感觉一点都不爽，客服说只能返修，以前在实体店买的，用到不用了也没见有过什么问题，太失望了
1,外观还可以就是机子不怎么样 用了俩小时三小时就开始手机发烫 到货后一个礼拜听歌耳机接触不良 给客服讲过这个问题可是一直没有解决 不知道这款手机还能用多久 本人手机刚买回来刚好二十天就这样子 真心话 希望给予解决
1,反应慢太后悔买了
1,买台手机回来不足半个月，出现读不了sim卡的情况，要求换机说什么花了一点不可以换机，3月9号提交，到现在4月7号还没有帮我处理好，把原来那一台坏的手机送回来有什么用，什么服务啊，这还叫有服务吗？
1,这是我用的第三款HTC手机，也是最差的一款，缺点：1、信号差2、通话中断音等。。。买回来真后悔
1,只要开机或者重启，就出现系统无响应
1,对这款机子严重失望，其它还行，电池严重有问题，充满电，聊天，估计一个小时电就没有了，更不要说炒股玩游戏了，希望能退货。
1,机身有小瑕疵，后盖下方天线带与金属连接处掉漆，好伤心，这次购物糟糕透了。
1,电池续航太差
5,手机不错，外放效果特别棒，slcd的屏幕也是很不错的
5,一直在用HTC，前两天手机进水坏了，看来看去还是这品牌的比较好用！加油
5,刚试用了几天还可以。包装高大上。好评
5,物流很快，手机不错，第二次购买，上次买的用四个多月就被偷了。
5,非常好用，用了快两个月了，一点不后悔，很流畅，后台控制很好，显示清晰，电池给力，外观高大上，双前置喇叭大爱，看电影爽爆，不过声音没有很大。强力推荐！！！
5,好！
5,速度不错，不足的是在商店下载的千牛，时不时会影响，让手机变无声，需要切换账号或重启才可以
5,用了一段时间来评价，我觉得htc真的很不错，安卓里面我认为比较良心了，系统htc sense比较人性化，操作也很好。综合性能都很不错。不过还是得吐槽一下相机，什么玩意。毕竟成本在这里了。所以看着htc日趋下滑挺痛心的，一如既往地支持，希望做得更好
5,好评，手机很好使，颜值高，音质也棒
4,1qqqqqqq
5,"这是我买的第二块htc手机了,两月前买了一款粉色的，那块给妹妹用了。这块灰色的很不错沉着、稳重、大气，很喜欢！只是手机的续航有待提高。"
5,非常满意非常满意非常满意
5,很好，正品。物流快、服务好！
5,好，好的不得了，好，好的不得了，好，好的不得了，好，好的不得了，好，好的不得了，好，好的不得了，好，
5,一直钟爱HTC 虽然买不起10 不过X9还是选来选去最适合自己的
4,好用，就是电量用得快，希望厂家能在这方再改进
5,外形漂亮，运行流畅，很好
4,1qqqqqqq
5,无
5,喜欢，用了这么久没发现什么问题，一直喜欢HTC
5,行好，快速也好快，下次买手机还是在京东买
5,货到了，先用来看看，不过用猎豹wifi居然检测不出手机型号，查了一下是可能被刷机？但刷机了的话怎么我手机里的自带删除不了= =，其他都还行啦，但感觉没以前的型号好
5,好的好的好的好的好的。
5,一直用htc手机，特别喜欢
5,感觉还不错，和姐姐的一样，相当于第二次买
5,手机很好用，
5,手机是正品，相机一般
5,不错 好
5,老公很喜欢
5,为了豆豆来评价，一定凑够10个字
1,不错，手机用到现在很流畅，物流有点慢，快递员还好
1,电池续航力超级差，估计我倒霉，京东肯定给我了个有问题的机器，只可惜手机到后就回老家过年了，山旮旯里没信号一直耽误了。
1,本想给五星的，可你们的耳机呐？明明说送，结果却没有，还说晒图送自拍杆或触摸手套，看来不用晒图片了，你们不要把客户对你们的信任给一点一点的抹灭掉
1,像素不靠谱
1,为什么没有发票 手机说实话真不怎么样 凑合着用吧，为什么连发票也没有
1,除了声音不错，不够轻薄，银的颜色也不是银白色，屏幕的分辨率也不够清晰，发黄，总之不太满意
1,垃圾。待机极短。还死机??
1,这是HTC有生之年最后一款双前置扬声器的手机了，此后HTC将淹没在山寨的汪洋大海中，留着珍藏吧。
1,喜欢他的设计美！用后发现能接打电话，不能使用4G网络浏览网页看新闻！什么都好，这点不好！跑一趟售后累死没结果决定接受现实
1,8月31号下单9月1号收到货 降价200不支持保价 说什么有赠品的东西不能保价 我又没有要求你给赠品 是你们强制捆绑给我一个移动电源和贴膜 霸王条款...............
1,买了才10天，屏幕就裂了，售后竟然推脱说不是质量问题，如果不是屏幕质量问题，那么容易就开裂了吗?
1,系统超级难用
1,京东越来越差了
1,其他没什么意见，但是拍照真的不是一般的渣，尤其是前摄像，千万不要玩视频电话，满满的全是噪点，拍出来的照片，那简直是毁容，广告做的那么好 ，说什么靠谱，完全就是一忽悠啊
1,没耳机啊…不好
1,预约送耳机，京东就是差劲。客户也是差劲，还还不如后面买的用户都有送，最后再三要求后给了张50元现金券，算是安慰我幼小的心灵。手机用了一个月是没问题，外放声音放到最多会破音，不够M7好。上下喇叭口容易进灰尘或是些细微的毛毛不好清洁。
1,只用了一个星期wlan能连接已保存的无线网 但就不 显示能扫描的网络
1,机子一般，电池耗不起，其他的还行，速度可以，虽然是MTK，但比高通的低版本还是有自信的。就是物流是硬伤，发货要4天，最后拿到货用了8天。弄得人恼火得很。
1,超级差的产品，死机死的超级严重，锁屏之后再开屏没有1个小时是打不开的，我不知道是手机质量本身有问题还是什么？跟京东客服说了半天还不给换货，产品有质量问题还需要消费者自行买单，说什么要等30天维修，京东再见，再也不相信京东了，HTC这个产品也得从新审视了，就当我*钱丢了吧，这破手机扔到大街上都没有人想要的那种。差差差评，谁买谁倒霉，建议千万别上当！！！！！！
1,我长这么大买的最失败的一件货了！屏幕分辨率不高，拍照像素差，自拍一大片噪点！充电慢，耗电快！后盖还特别难看，我身边人看了就没一个说好看！ 买了几天就裂屏了！我就半蹲起个身！就一条裂缝啊！敢情的我还套了他们赠送那厚厚的手机壳啊！而且我还贴了膜！我本以为壳那么厚应该没事！原来一点用都没！超级差评！之前用苹果啥都不套摔了都没个事！ 问售后能不能退也是不行！出去问了别人整手机的！问了好几家都没这样的屏幕，哎，说多都是累！反正我是非常超级不满意这次购物！失望！超级失望！
5,狠满意，之前用的手机一直是H TC M8 M7 G3。现在这些经典还保存着舍不得仍了。
4,充满电什么都没开早上起来就剩97%了
5,说句实话比较钟爱火腿，所以这次用了一段时间再评价，10的外观设计和系统还是非常满意，外观漂亮，系统流畅，与之前火腿比，都有了太大的变化，让人怀疑她不是火腿了，价格相对偏高，比她也没办法！
5,手机都在京东购买，正品保证。
5,谁再黑htc试试，再没有这么牛的手机，即使苹果7都不行，但是为什么相机不能自动对焦，返回键应该再靠边上设计一点，太靠中间了，容易碰到菜单键，其他功能接近完美，无论外观还是性能还是界面都非常牛逼，再说质量，htc是我见过除了苹果以外第一个掉地上不会碎屏的手机，非常结实，本人oppo公司工作，如果买oppo手机会便宜很多，oppo太垃圾，用不到一年必坏，没想到广告打那么牛的公司，却是靠坑员工的加班费来赚钱，htc可以甩oppo vivo 小米 华为 十条街
5,当日达，HTC就是流畅
5,很好给力
4,"第一部HTC手机；没有多余的程序，系统很干净，运行快，不卡机；屏幕大少我觉很适合我， 所以没有退货； 屏幕侧面看会红色，但不影响使用，我无所谓；跟三星和苹果用的屏幕是不一样，比较专业，有兴趣的可以上网搜一下 4G+ 其实真不快，经常需要等待；就算玩开心消消乐也会发热比较厉害 系统人性操作 VS 三星差了不小,e.g.三星可以滑动直接拨号，这个要一个一个点，电话按字母找人特麻烦 相机其实无法快速捕捉，跟描述的差了不小，应该是跟芯片有关系 看电影屏幕无法自动旋转，没有重力感应？还是我没有设定好？ 音像效果，非常满意，但是耳机其实不好用，设计人员自己戴一下就明白了 总体而言，手机应该很耐用，这个价钱是否能接受就见仁见智了"
5,收到后，第一感觉HTC没有亮点咯！ 就HTC10就没有以前的8088或者早前的9188个性与自主亮点了
5,很喜欢，没有后悔，就是屏幕右边有缝
5,做工很棒很喜欢！一直是htc粉丝！
5,挺好的。深灰色颜色非常洋气。
4,手机还是不错的，之前的816退休了。价格略贵。希望htc能坚持做更好的手机
5,很好
5,一直用的这个牌子，感觉还不错_
5,不错滴手机很喜欢
5,很给力，送货速度很快，早上买的，下午就送到了！
5,很好…
5,超喜欢火腿肠，上一个m7现在也没有卡顿状况，换了新的，暂时用没任何问题，速度运行一切顺畅。
5,"作为买了（这是第四部htc）第一部htc328,第二部528,第三部m8的人，中肯的说一句，这手机感觉没m8那么惊艳，照相还是一如既往的htc特色（不乱说，用过都知道，反正我个人对照相没啥高要求），充电还可以，目前快充正常使用没坏损（htc公司最近在做活动，填资料可以在送个）。手机发热和以前差不多，也不需要太担心。唯一的毛病就是，我的系统自带的输入法已经崩溃，无法使用，（自带的是htc定制搜狗）只能从别处传了一个讯飞上来使用，不然连浏览器都进不去搜索。。。还有就是右边的（右下角那个多程序键），高温时有失灵现象（真不乱说，可能我点子不高，。。），其他没啥问题，指纹还可以（不过我很少用），其他方面貌似都差不多了，顺带说一句，因为我是用了十几年移动的老号码，这个820+芯片的不支持移动的，所以只能买了个3g的，可能4g的效果要好，不过这个4g的肯定和我没啥缘分了，说的比较散碎，大家随便看看就好，本人不是水军 图片的话，因为手机已使用，就没拍手机图了，以前的手机屏幕破了懒得换，就没用以前的拍图传上来"
5,手里用了一年多的小米淘汰给老爸了。期待已久新机，这次下本儿了，给自己换了10，打开试玩儿了下，一是系统流畅度很棒，二是做工非常有品质，不输于水果机，三是音质画质都非常好。四是微信，企鹅什么的都能挂两个号，支持软件双开！讲真，挺好用！
5,很满意，速度快，电池耐用！！
5,配送快，音质好很流畅一点都不卡 一直都用htc
5,我是HTC老用户了，前后买了有七八台，这台性价比实在有点低.，只是用习惯，系统流畅屏幕细腻.，但是二千屏用电那个叫快.，比m8差多了。
5,肠粉一枚，先说缺点：返回键，后台键位置怪异，用起来很不顺手；照相没想象中好但还不错，偏暖、涂抹感较强；特殊角度看红屏。剩下的就都是优点啦。
5,很好，一直用得htc，过段时间再看下充电器情况
5,不错滴手机很喜欢
5,手机特别棒很喜欢，相机比想象的还要清晰
5,，
5,送货一如既往地快，拿到就体验了一下，手机很好
5,手机真的很漂亮，手感也很不错，背后的大切边，弧形设计手感很好，但如果说到流畅度这些，其实现在的安卓机都差不多。唯一觉得有点遗憾的就是拍照没有想象中的好。
5,手机还行，就是包装盒子里没有泡沫塑料填充。
5,手感很好，拍照很清晰，音质感觉没m8的好……没发票
1,玛德智障京东劳资买的是高配，送过来的是低配的
1,用了18天手机震动坏了。返修回来漏光；手机上面划痕很大影响美观。中间的按键高低差距很大；二次维修还是一样的问题。
1,冲着京东的服务和质量一直在京东买手机，买来工作忙，一直家人先再用，老年人不是没怎么注意验机，昨天晚上在台灯强光下才发现手机有缝隙，上部有磕痕，怀疑买到二手机了，还在七天无理由退货期内，所以申请退货，京东客服打电话过来说超过二十四小时不能确定是不是买来就是这样子，说是我自己摔坏的，不能退货，七天无理由退货就是严重的欺骗消费者，再见某东，再也不会在京东买东西，赚你们的黑心钱吧，各位肠粉手机粉，以后买东西还是去官网吧，不要再相信这些三方平台
1,"本想支持国货，悲摧，没用3天就坏掉了，前后摄像头不能切换，主摄像头根本能调用，闪光灯不闪光，连手电筒功能都失灵，电话时有掉线。联系京东客户，处理很快，这点值得赞扬。但是回复很让人失望，请看“""票原件、包装）交给配送人员，我们将在收到商品后送到厂家售后进行检测，周期为7-15天。如确认性能故障会尽快为您处理，非性能故障将原物返回，部分厂家无法提供无故障单。提示：为避免数据遗失或泄露，请您在提前做好数据备份，京东将不承担相应责任。为不影响您的商品检测，如设有开机密码，请自行解除，换货发票和赠品不需返回。 ”。原来京东承诺：“支持7天无理由退货”是摆设啦！！我没有要求退货，只要求换货，搞来搞去，我得到的就是花购新机的价，得到的是修理过的产品啊！天理何在！如果再收到是修理过的的原手机，我要到消协投诉去。。还会像今天那样步履蹒跚吗。。。 面对这样一款姗姗来迟的优秀之作，我只能唏嘘的说句，HTC，祝你好运！单单就不在我们活动范围内我们也不会给你任何证明 反正就是这样 告诉你的结果也只有这个 "
1,刚买来按键就坏了，换机前后耽搁我20多天。。换来的手机我发现还不是新机，像翻新的，或者也是别人返换机的，机身背面脏的痕迹明显。。。我闲麻烦就将就用了，大家酌情处理
1,充电器第二天就坏掉了，联系了HTC金爵服务，说是可以免费快递维修，便将充电器通过顺丰到付寄给维修点，结果维修点拒收，理由是不是手写快递单。拒收后也不通知，还是后来顺丰联系了给送回来的。接着又投诉到HTC，这次服务点专门发了一封邮件，要求打印一份协议，内容大概就是不属于免费维修范围，同意使用金爵服务的意外维修，金爵服务自动终止。我没有同意，结果一个小小的充电器到现在都没有解决。就这样的产品质量和服务水平，难怪要倒闭。
1,开不了机 全黑屏 联系客服要等审核 只好拿去售后 检测结果是主机坏了 修不了 要送回原厂 买了那么多手机 还是第一次遇到这情况 难道HTC没有QC吗
1,用没10天充电器就坏了，假货要求换货既然要30天？垃圾垃圾就是垃圾g
1,京东物流没得说，但这个手机太差了，还小4千，王要把H贻害了。1拍照对焦太慢比三星s6慢三秒不止效果差太多了，2相机头推一下一动一动的这做工，3通话寻音没有，用几天就玩完了看来在把s6后盖换上接着用。后来者门HTC不是以前的HTC了。看来倒闭是不可避免了。
1,5月30号买的 6月20号还不到一个月屏幕上出现一道绿线，对于有强迫症的人我就不说什么了，已拿去送修，希望只是我一个人手气臭。
1,单卡单待作为HTC的旗舰手机，我觉得总得具备一点水准备吧，结果连基本的续航能力都不具备，太令人失望啦，小心翼翼的用，还只能用大半天，手机发热的烫手，实在是太垃圾了！
1,一年前，代朋友购机HTC m8 ，充电器用不到两天就坏了，现到自已购买HTC 10，刚到手，充电不到15分钟，充电器就坏了，这次还是京东自营的商品，情何以堪？！
1,买了4天硬件就坏了！发票没了！只能还一台了！心焦啊，如果又坏了怎么处理呢？
1,不会高
1,一直用htc但是这次很失望。。新手机拿过来充电器就是坏的。。坏的就不说了。找客服说充电器是坏的，非叫我把手机一起寄回去检测。。完全搞不懂为什么非要整机一起寄回去。。换个充电器那个简单的事。。手机坏了才买的。。非要寄整机。我用什么
1,没有开购机发票
1,手机是好手机，当天家人签收了。第二天到家拆封手机上部就有金属皮脱落的瑕疵！说换货，客服说第二天了。哈哈 看来应该买到别人的退货机！
5,手机性价比高，外观漂亮，快递速度非常快，就是没有耳机。
5,手机不错，美观大方，运行速度快，值得购买。
5,降价通知及时，付款方式随意，发货更是快捷，谢谢东哥了
5,手机收到了，京东还是以往的那么快，手机测试了，真心不错！就是没有赠品，要是能有膜或者壳那就更完美了！金色大气，指纹识别也挺快的！真后悔没早点拿！
5,收到货了，物有所值，信赖京东。。。。
5,实惠，好评好评！
5,好小声的，哎！
5,做工精细。就连一个取卡针都做得如此精致。手机运行畅快，颜色好，更多黑科技更是顺心上手。唯独有一点不好的就是水漾屏，没办法贴膜。整个手机上启动运行畅快。送货速度非常快。
5,总体还是不错的，赠送的配件也不错，充电很快但充电时手机温度偏高（41度），不知对手机是否有影响，期望能耐用。
5,电板没Ｎ4Ｓ好用，开免提了声音有点失真，其他的还行
5,物流速度很快，第二天就到了。手机也很不错，希望用得住！
5,手机不错，样子挺好看的，看着挺时尚，功能期待一试！
5,刚开始用操作效果不错，还可以
5,很满意
5,360手机京东配送正在使用中感觉可以，好用！！
5,发货快，使用流畅，高性价比手机
5,好手机，360手机真实惠，速度杠杠的。真不错，360值得信赖，京东也不错啊
5,儿子很满意oK
5,触屏灵敏度待提高，使用中偶尔卡顿，其余都不错，总的来说还是值这个价格的
4,手机有点美中不足，就是原来用的电话卡放不进，要剪细一点才放得入。
5,还没怎么用，目前还可以
5,帮朋友买的，他指定要这个
4,总体是好的，就是电池还不是很耐用，基上玩手机上网听歌1天1冲最好要买的买电池大一个型号的。
5,111
5,到手玩了半天还有30%，一点都不卡，期待以后一直这样。
5,好，支持360，支持国货
5,非常好，不到1000块居然还有这么高性价比的手机。
5,屏幕很清晰 电池耐用 给老妈买的 她超级喜欢 大屏幕 流畅度很好 总之超级满意的
5,东西很好很给力，家人很满意，京东值得信赖，以后还会再来买的
5,"360手机真的不错,这是我买的第二部手机,用这真好,赞赞"
1,手机自动关机.自动开锁.够抗吧
1,一般般，新手机安装点软件都卡。也是无语了！
1,买来10天就不能充电，手机虽好，质量不行。
1,屏幕太差，，太暗，后悔了
1,昨天买的今天就降价，说明书不详细，质量令人堪忧
1,真的差评，一点都不好，什么玩意！每天都会断网！！！！！能不能改进。
1,老子还没有收到，你就说交易完成了。扯犊子，差评
1,一个月就降价！麻痹！
1,曹** 卡死 难用不如魅蓝
1,货收到很不满意显示屏上面有两个白色的点
1,不好用，经常卡机，待电也不行，多半天吧，京东真不应该自营这款，
1,"真的不行,信号差！WIFI连接容易掉线,相机扫二维码不行，玩个开心消消乐都卡死机！真正极品垃圾！捡到钱也别买！"
1,只想说谁买谁后悔！彻底无语！
1,刚拿到手感觉挺好，谁知道打了个电话被莫名挂断才知道可能有问题，试了几次，接听和拨打基本都在19秒左右自动挂断。恢复出厂设置再来，依旧如此，只能申请售后。让我如何说是好。买手机那多次还从没遇见过这夸张的bug。
1,说好的电池给力呢。下午2点半充满。晚上九点剩下38%？逗我呢
1,昨天刚到货，今天手机的听筒就没声音啦！现在在路上的那两部手机不知道怎么办？
1,拍照不清楚，还不如其他*手机。音量太小，电池也只能用一天。运行速度太慢，建议大家还是选择其他品牌的手机
1,只要有一点光，手机屏幕就看不到，相机还不如我2年前买的华为，系统还可以接受，不推荐购买。
1,其他都可以，，，就是老是没信号 信号不稳定 在同个位置两部手机 360就没有信号 另外一部就有信号 怎么回事
1,卡
5,物流很快，手机试用了一下，运行很流畅
5,快递员非常好 双11火爆 晚上9点了还坚持送过来 赞一个 机子也很好用 总体很好 性价比高 价格带绝对数一数二的性价比
5,性价比高，做工也不错。对我来讲仅缺了个NFC，至于type-C对我来讲无所谓，摄像头真心优化空间很大。
5,手机不错，物流很快，屏幕很清晰
5,比较了很久，最后最终买的这个。续航好，系统好，拍照也比n4要好很多。64g，再也不用删东西了。
5,用360手机照的，不知道怎么样，应该不错吧，看起来。
5,东西不错，性价比很高
5,充电有点慢，其他都挺好的
5,千元机中的极品，用过才知道！！！
5,手机手感还是不错。物美价廉。人性化的补光灯。自拍族的福音。速度也非常棒。给力的电池续航
5,国产手机 还是可以的 非常好用 老人用很好
5,用了几天了，非常棒的！
5,在我的介绍下，我自已与朋友共买5台了，周教主是不是应该奖励下我呀，哈哈，卖360钢化膜的今天都多送一个给我了，在他家也下了5次单了，为自己鼓掌???
5,开始有点卡，感觉不是特别好！物流很快
5,很好很好，电量超大
5,手机收到了，续航真给力！而且充电也快。真不错！！其他功能正在试用。快递也还行，虽然迟了一天，毕竟双十一期间，还理解。
5,手机收到了，物流超快，外型还是满漂亮的，就是音质有点杂，其它的要等用一段时间看看
5,手机很好用，物流要很快！
5,特意用了几天再来评价，很满意。比较流畅，京东物流就是快两天就到了。
5,买了第二天就送到了，很快很好。开机试用，速度很快，指纹识辨快速准确，系统运行流畅，非常赞！自带软件实用简洁，很好。 拍照清晰，功能和效果都不错。最后价格超值，性价比非常高！
5,千元机中的极品，用过才知道！！！
5,手机还可以像素一般般
5,很好，速庋快，下次再次光临
5,给老爸买的，还可以，，，就是有很多360的软件。
5,手机不错，但电量不像所说的那么耐用。
5,很好，电量非常足~给老爸用的，他很满意
5,都还可以，反应也不错
5,物有所值
5,很好很好，电量超大
5,和网上描述一样，外观看起来可以，电池应该用的到两天吧，就是通话好像有问题断续问题。
1,收到东西试了试还不如我三年前买的酷派大神f1好用，卡的要死，郁闷死人的一次购物
1,一般。。。。。
1,360手机一代不如一代了，这次虽说是高配骁龙版，但手机质量差了很多，拿回来第一晚上充电8小时，手机电量由原来的50%充到80就再也不动了，第二，手机外音明显比上个版本杂音大了许多，通话过程中，杂音很大，第三，换卡的时候，卡托很松动，希望360商家能给予积极处理。
1,机子屏幕有坏点，说要联系售后，麻烦死了！！?????
1,这款手机除了来电有铃声和震动，短信、微信只有铃声没有震动功能，购物失败，心里用的不顺心啊！
1,东西也不送多
